BL_installed,Factor_V2G,Grid_Store_Max,Wind_Installed,Solar_Installed,CR,Cap,V2G_Connect_Cost,Power_Capacity
25000.0,0.5,10000.0,18.75,30000.0,0.0259,0.8,2000,381478066.39000005
25000.0,0.5,10000.0,18.75,30000.0,0.0331,0.8,2000,381478066.39000005
25000.0,0.5,10000.0,18.75,30000.0,0.0403,0.8,2000,381478066.39000005
25000.0,0.5,10000.0,18.75,30000.0,0.0475,0.8,2000,381478066.39000005
25000.0,0.5,10000.0,18.75,40000.0,0.0187,0.8,2000,403564503.28000003
25000.0,0.5,10000.0,18.75,40000.0,0.0259,0.8,2000,403564503.28000003
25000.0,0.5,10000.0,18.75,40000.0,0.0331,0.8,2000,403564503.28000003
25000.0,0.5,10000.0,18.75,40000.0,0.0403,0.8,2000,403564503.28000003
25000.0,0.5,10000.0,18.75,40000.0,0.0475,0.8,2000,403564503.28000003
25000.0,0.5,10000.0,18.75,50000.0,0.0187,0.8,2000,425650940.17
25000.0,0.5,10000.0,18.75,50000.0,0.0259,0.8,2000,425650940.17
25000.0,0.5,10000.0,18.75,50000.0,0.0331,0.8,2000,425650940.17
25000.0,0.5,10000.0,18.75,50000.0,0.0403,0.8,2000,425650940.17
25000.0,0.5,10000.0,18.75,50000.0,0.0475,0.8,2000,425650940.17
25000.0,0.5,15000.0,9.375,50000.0,0.0187,0.8,2000,365895463.03000003
25000.0,0.5,15000.0,9.375,50000.0,0.0259,0.8,2000,365895463.03000003
25000.0,0.5,15000.0,9.375,50000.0,0.0331,0.8,2000,365895463.03000003
25000.0,0.5,15000.0,9.375,50000.0,0.0403,0.8,2000,365895463.03000003
25000.0,0.5,15000.0,9.375,50000.0,0.0475,0.8,2000,365895463.03000003
25000.0,0.5,15000.0,12.5,30000.0,0.0187,0.8,2000,341641081.63
25000.0,0.5,15000.0,12.5,30000.0,0.0259,0.8,2000,341641081.63
25000.0,0.5,15000.0,12.5,30000.0,0.0331,0.8,2000,341641081.63
25000.0,0.5,15000.0,12.5,30000.0,0.0403,0.8,2000,341641081.63
25000.0,0.5,15000.0,12.5,30000.0,0.0475,0.8,2000,341641081.63
25000.0,0.5,15000.0,12.5,40000.0,0.0187,0.8,2000,363727518.52000004
25000.0,0.5,15000.0,12.5,40000.0,0.0259,0.8,2000,363727518.52000004
25000.0,0.5,15000.0,12.5,40000.0,0.0331,0.8,2000,363727518.52000004
25000.0,0.5,15000.0,12.5,40000.0,0.0403,0.8,2000,363727518.52000004
25000.0,0.5,15000.0,12.5,40000.0,0.0475,0.8,2000,363727518.52000004
25000.0,0.5,15000.0,12.5,50000.0,0.0187,0.8,2000,385813955.41
25000.0,0.5,15000.0,12.5,50000.0,0.0259,0.8,2000,385813955.41
25000.0,0.5,15000.0,12.5,50000.0,0.0331,0.8,2000,385813955.41
25000.0,0.5,15000.0,12.5,50000.0,0.0403,0.8,2000,385813955.41
25000.0,0.5,15000.0,12.5,50000.0,0.0475,0.8,2000,385813955.41
25000.0,0.5,15000.0,15.625,20000.0,0.0187,0.8,2000,339473137.12
25000.0,0.5,15000.0,15.625,20000.0,0.0259,0.8,2000,339473137.12
25000.0,0.5,15000.0,15.625,20000.0,0.0331,0.8,2000,339473137.12
25000.0,0.5,15000.0,15.625,20000.0,0.0403,0.8,2000,339473137.12
25000.0,0.5,15000.0,15.625,20000.0,0.0475,0.8,2000,339473137.12
25000.0,0.5,15000.0,15.625,30000.0,0.0187,0.8,2000,361559574.01
25000.0,0.5,15000.0,15.625,30000.0,0.0259,0.8,2000,361559574.01
25000.0,0.5,15000.0,15.625,30000.0,0.0331,0.8,2000,361559574.01
25000.0,0.5,15000.0,15.625,30000.0,0.0403,0.8,2000,361559574.01
25000.0,0.5,15000.0,15.625,30000.0,0.0475,0.8,2000,361559574.01
25000.0,0.5,15000.0,15.625,40000.0,0.0187,0.8,2000,383646010.90000004
25000.0,0.5,15000.0,15.625,40000.0,0.0259,0.8,2000,383646010.90000004
25000.0,0.5,15000.0,15.625,40000.0,0.0331,0.8,2000,383646010.90000004
25000.0,0.5,15000.0,15.625,40000.0,0.0403,0.8,2000,383646010.90000004
25000.0,0.5,15000.0,15.625,40000.0,0.0475,0.8,2000,383646010.90000004
25000.0,0.5,15000.0,15.625,50000.0,0.0187,0.8,2000,405732447.79
25000.0,0.5,15000.0,15.625,50000.0,0.0259,0.8,2000,405732447.79
25000.0,0.5,15000.0,15.625,50000.0,0.0331,0.8,2000,405732447.79
25000.0,0.5,15000.0,15.625,50000.0,0.0403,0.8,2000,405732447.79
25000.0,0.5,15000.0,15.625,50000.0,0.0475,0.8,2000,405732447.79
25000.0,0.5,15000.0,18.75,20000.0,0.0187,0.8,2000,359391629.50000006
25000.0,0.5,15000.0,18.75,20000.0,0.0259,0.8,2000,359391629.50000006
25000.0,0.5,15000.0,18.75,20000.0,0.0331,0.8,2000,359391629.50000006
25000.0,0.5,15000.0,18.75,20000.0,0.0403,0.8,2000,359391629.50000006
25000.0,0.5,15000.0,18.75,20000.0,0.0475,0.8,2000,359391629.50000006
25000.0,0.5,15000.0,18.75,30000.0,0.0187,0.8,2000,381478066.39000005
25000.0,0.5,15000.0,18.75,30000.0,0.0259,0.8,2000,381478066.39000005
25000.0,0.5,15000.0,18.75,30000.0,0.0331,0.8,2000,381478066.39000005
25000.0,0.5,15000.0,18.75,30000.0,0.0403,0.8,2000,381478066.39000005
25000.0,0.5,15000.0,18.75,30000.0,0.0475,0.8,2000,381478066.39000005
25000.0,0.5,15000.0,18.75,40000.0,0.0187,0.8,2000,403564503.28000003
25000.0,0.5,15000.0,18.75,40000.0,0.0259,0.8,2000,403564503.28000003
25000.0,0.5,15000.0,18.75,40000.0,0.0331,0.8,2000,403564503.28000003
25000.0,0.5,15000.0,18.75,40000.0,0.0403,0.8,2000,403564503.28000003
25000.0,0.5,15000.0,18.75,40000.0,0.0475,0.8,2000,403564503.28000003
25000.0,0.5,20000.0,6.25,50000.0,0.0187,0.8,2000,345976970.65000004
25000.0,0.5,20000.0,6.25,50000.0,0.0259,0.8,2000,345976970.65000004
25000.0,0.5,20000.0,6.25,50000.0,0.0331,0.8,2000,345976970.65000004
25000.0,0.5,20000.0,6.25,50000.0,0.0403,0.8,2000,345976970.65000004
25000.0,0.5,20000.0,6.25,50000.0,0.0475,0.8,2000,345976970.65000004
25000.0,0.5,20000.0,9.375,40000.0,0.0187,0.8,2000,343809026.14000005
25000.0,0.5,20000.0,9.375,40000.0,0.0259,0.8,2000,343809026.14000005
25000.0,0.5,20000.0,9.375,40000.0,0.0331,0.8,2000,343809026.14000005
25000.0,0.5,20000.0,9.375,40000.0,0.0403,0.8,2000,343809026.14000005
25000.0,0.5,20000.0,9.375,40000.0,0.0475,0.8,2000,343809026.14000005
25000.0,0.5,20000.0,9.375,50000.0,0.0187,0.8,2000,365895463.03000003
25000.0,0.5,20000.0,9.375,50000.0,0.0259,0.8,2000,365895463.03000003
25000.0,0.5,20000.0,9.375,50000.0,0.0331,0.8,2000,365895463.03000003
25000.0,0.5,20000.0,9.375,50000.0,0.0403,0.8,2000,365895463.03000003
25000.0,0.5,20000.0,9.375,50000.0,0.0475,0.8,2000,365895463.03000003
25000.0,0.5,20000.0,12.5,30000.0,0.0187,0.8,2000,341641081.63
25000.0,0.5,20000.0,12.5,30000.0,0.0259,0.8,2000,341641081.63
25000.0,0.5,20000.0,12.5,30000.0,0.0331,0.8,2000,341641081.63
25000.0,0.5,20000.0,12.5,30000.0,0.0403,0.8,2000,341641081.63
25000.0,0.5,20000.0,12.5,30000.0,0.0475,0.8,2000,341641081.63
25000.0,0.5,20000.0,12.5,40000.0,0.0187,0.8,2000,363727518.52000004
25000.0,0.5,20000.0,12.5,40000.0,0.0259,0.8,2000,363727518.52000004
25000.0,0.5,20000.0,12.5,40000.0,0.0331,0.8,2000,363727518.52000004
25000.0,0.5,20000.0,12.5,40000.0,0.0403,0.8,2000,363727518.52000004
25000.0,0.5,20000.0,12.5,40000.0,0.0475,0.8,2000,363727518.52000004
25000.0,0.5,20000.0,12.5,50000.0,0.0187,0.8,2000,385813955.41
25000.0,0.5,20000.0,12.5,50000.0,0.0259,0.8,2000,385813955.41
25000.0,0.5,20000.0,12.5,50000.0,0.0331,0.8,2000,385813955.41
25000.0,0.5,20000.0,12.5,50000.0,0.0403,0.8,2000,385813955.41
25000.0,0.5,20000.0,12.5,50000.0,0.0475,0.8,2000,385813955.41
25000.0,0.5,20000.0,15.625,20000.0,0.0187,0.8,2000,339473137.12
25000.0,0.5,20000.0,15.625,20000.0,0.0259,0.8,2000,339473137.12
25000.0,0.5,20000.0,15.625,20000.0,0.0331,0.8,2000,339473137.12
25000.0,0.5,20000.0,15.625,20000.0,0.0403,0.8,2000,339473137.12
25000.0,0.5,20000.0,15.625,20000.0,0.0475,0.8,2000,339473137.12
25000.0,0.5,20000.0,15.625,30000.0,0.0187,0.8,2000,361559574.01
25000.0,0.5,20000.0,15.625,30000.0,0.0259,0.8,2000,361559574.01
25000.0,0.5,20000.0,15.625,30000.0,0.0331,0.8,2000,361559574.01
25000.0,0.5,20000.0,15.625,30000.0,0.0403,0.8,2000,361559574.01
25000.0,0.5,20000.0,15.625,30000.0,0.0475,0.8,2000,361559574.01
25000.0,0.5,20000.0,15.625,40000.0,0.0187,0.8,2000,383646010.90000004
25000.0,0.5,20000.0,15.625,40000.0,0.0259,0.8,2000,383646010.90000004
25000.0,0.5,20000.0,15.625,40000.0,0.0331,0.8,2000,383646010.90000004
25000.0,0.5,20000.0,15.625,40000.0,0.0403,0.8,2000,383646010.90000004
25000.0,0.5,20000.0,15.625,40000.0,0.0475,0.8,2000,383646010.90000004
25000.0,0.5,20000.0,15.625,50000.0,0.0187,0.8,2000,405732447.79
25000.0,0.5,20000.0,15.625,50000.0,0.0259,0.8,2000,405732447.79
25000.0,0.5,20000.0,15.625,50000.0,0.0331,0.8,2000,405732447.79
25000.0,0.5,20000.0,15.625,50000.0,0.0403,0.8,2000,405732447.79
25000.0,0.5,20000.0,15.625,50000.0,0.0475,0.8,2000,405732447.79
25000.0,0.5,20000.0,18.75,20000.0,0.0187,0.8,2000,359391629.50000006
25000.0,0.5,20000.0,18.75,20000.0,0.0259,0.8,2000,359391629.50000006
25000.0,0.5,20000.0,18.75,20000.0,0.0331,0.8,2000,359391629.50000006
25000.0,0.5,20000.0,18.75,20000.0,0.0403,0.8,2000,359391629.50000006
25000.0,0.5,20000.0,18.75,20000.0,0.0475,0.8,2000,359391629.50000006
25000.0,0.5,20000.0,18.75,30000.0,0.0187,0.8,2000,381478066.39000005
25000.0,0.5,20000.0,18.75,30000.0,0.0259,0.8,2000,381478066.39000005
25000.0,0.5,20000.0,18.75,30000.0,0.0331,0.8,2000,381478066.39000005
25000.0,0.5,20000.0,18.75,30000.0,0.0403,0.8,2000,381478066.39000005
25000.0,0.5,20000.0,18.75,30000.0,0.0475,0.8,2000,381478066.39000005
25000.0,0.5,20000.0,18.75,40000.0,0.0187,0.8,2000,403564503.28000003
25000.0,0.5,20000.0,18.75,40000.0,0.0259,0.8,2000,403564503.28000003
25000.0,0.5,20000.0,18.75,40000.0,0.0331,0.8,2000,403564503.28000003
25000.0,0.5,20000.0,18.75,40000.0,0.0403,0.8,2000,403564503.28000003
25000.0,0.5,20000.0,18.75,40000.0,0.0475,0.8,2000,403564503.28000003
25000.0,0.5,25000.0,6.25,50000.0,0.0187,0.8,2000,345976970.65000004
25000.0,0.5,25000.0,6.25,50000.0,0.0259,0.8,2000,345976970.65000004
25000.0,0.5,25000.0,6.25,50000.0,0.0331,0.8,2000,345976970.65000004
25000.0,0.5,25000.0,6.25,50000.0,0.0403,0.8,2000,345976970.65000004
25000.0,0.5,25000.0,6.25,50000.0,0.0475,0.8,2000,345976970.65000004
25000.0,0.5,25000.0,9.375,30000.0,0.0187,0.8,2000,321722589.25
25000.0,0.5,25000.0,9.375,30000.0,0.0259,0.8,2000,321722589.25
25000.0,0.5,25000.0,9.375,30000.0,0.0331,0.8,2000,321722589.25
25000.0,0.5,25000.0,9.375,30000.0,0.0403,0.8,2000,321722589.25
25000.0,0.5,25000.0,9.375,30000.0,0.0475,0.8,2000,321722589.25
25000.0,0.5,25000.0,9.375,40000.0,0.0187,0.8,2000,343809026.14000005
25000.0,0.5,25000.0,9.375,40000.0,0.0259,0.8,2000,343809026.14000005
25000.0,0.5,25000.0,9.375,40000.0,0.0331,0.8,2000,343809026.14000005
25000.0,0.5,25000.0,9.375,40000.0,0.0403,0.8,2000,343809026.14000005
25000.0,0.5,25000.0,9.375,40000.0,0.0475,0.8,2000,343809026.14000005
25000.0,0.5,25000.0,9.375,50000.0,0.0187,0.8,2000,365895463.03000003
25000.0,0.5,25000.0,9.375,50000.0,0.0259,0.8,2000,365895463.03000003
25000.0,0.5,25000.0,9.375,50000.0,0.0331,0.8,2000,365895463.03000003
25000.0,0.5,25000.0,9.375,50000.0,0.0403,0.8,2000,365895463.03000003
25000.0,0.5,25000.0,9.375,50000.0,0.0475,0.8,2000,365895463.03000003
25000.0,0.5,25000.0,12.5,20000.0,0.0187,0.8,2000,319554644.74
25000.0,0.5,25000.0,12.5,20000.0,0.0259,0.8,2000,319554644.74
25000.0,0.5,25000.0,12.5,20000.0,0.0331,0.8,2000,319554644.74
25000.0,0.5,25000.0,12.5,20000.0,0.0403,0.8,2000,319554644.74
25000.0,0.5,25000.0,12.5,20000.0,0.0475,0.8,2000,319554644.74
25000.0,0.5,25000.0,12.5,30000.0,0.0187,0.8,2000,341641081.63
25000.0,0.5,25000.0,12.5,30000.0,0.0259,0.8,2000,341641081.63
25000.0,0.5,25000.0,12.5,30000.0,0.0331,0.8,2000,341641081.63
25000.0,0.5,25000.0,12.5,30000.0,0.0403,0.8,2000,341641081.63
25000.0,0.5,25000.0,12.5,30000.0,0.0475,0.8,2000,341641081.63
25000.0,0.5,25000.0,12.5,40000.0,0.0187,0.8,2000,363727518.52000004
25000.0,0.5,25000.0,12.5,40000.0,0.0259,0.8,2000,363727518.52000004
25000.0,0.5,25000.0,12.5,40000.0,0.0331,0.8,2000,363727518.52000004
25000.0,0.5,25000.0,12.5,40000.0,0.0403,0.8,2000,363727518.52000004
25000.0,0.5,25000.0,12.5,40000.0,0.0475,0.8,2000,363727518.52000004
25000.0,0.5,25000.0,12.5,50000.0,0.0187,0.8,2000,385813955.41
25000.0,0.5,25000.0,12.5,50000.0,0.0259,0.8,2000,385813955.41
25000.0,0.5,25000.0,12.5,50000.0,0.0331,0.8,2000,385813955.41
25000.0,0.5,25000.0,12.5,50000.0,0.0403,0.8,2000,385813955.41
25000.0,0.5,25000.0,12.5,50000.0,0.0475,0.8,2000,385813955.41
25000.0,0.5,25000.0,15.625,20000.0,0.0187,0.8,2000,339473137.12
25000.0,0.5,25000.0,15.625,20000.0,0.0259,0.8,2000,339473137.12
25000.0,0.5,25000.0,15.625,20000.0,0.0331,0.8,2000,339473137.12
25000.0,0.5,25000.0,15.625,20000.0,0.0403,0.8,2000,339473137.12
25000.0,0.5,25000.0,15.625,20000.0,0.0475,0.8,2000,339473137.12
25000.0,0.5,25000.0,15.625,30000.0,0.0187,0.8,2000,361559574.01
25000.0,0.5,25000.0,15.625,30000.0,0.0259,0.8,2000,361559574.01
25000.0,0.5,25000.0,15.625,30000.0,0.0331,0.8,2000,361559574.01
25000.0,0.5,25000.0,15.625,30000.0,0.0403,0.8,2000,361559574.01
25000.0,0.5,25000.0,15.625,30000.0,0.0475,0.8,2000,361559574.01
25000.0,0.5,25000.0,15.625,40000.0,0.0187,0.8,2000,383646010.90000004
25000.0,0.5,25000.0,15.625,40000.0,0.0259,0.8,2000,383646010.90000004
25000.0,0.5,25000.0,15.625,40000.0,0.0331,0.8,2000,383646010.90000004
25000.0,0.5,25000.0,15.625,40000.0,0.0403,0.8,2000,383646010.90000004
25000.0,0.5,25000.0,15.625,40000.0,0.0475,0.8,2000,383646010.90000004
25000.0,0.5,25000.0,18.75,20000.0,0.0187,0.8,2000,359391629.50000006
25000.0,0.5,25000.0,18.75,20000.0,0.0259,0.8,2000,359391629.50000006
25000.0,0.5,25000.0,18.75,20000.0,0.0331,0.8,2000,359391629.50000006
25000.0,0.5,25000.0,18.75,20000.0,0.0403,0.8,2000,359391629.50000006
25000.0,0.5,25000.0,18.75,20000.0,0.0475,0.8,2000,359391629.50000006
25000.0,0.5,25000.0,18.75,30000.0,0.0187,0.8,2000,381478066.39000005
25000.0,0.5,25000.0,18.75,30000.0,0.0259,0.8,2000,381478066.39000005
25000.0,0.5,25000.0,18.75,30000.0,0.0331,0.8,2000,381478066.39000005
25000.0,0.5,25000.0,18.75,30000.0,0.0403,0.8,2000,381478066.39000005
25000.0,0.5,25000.0,18.75,30000.0,0.0475,0.8,2000,381478066.39000005
25000.0,0.5,30000.0,6.25,40000.0,0.0187,0.8,2000,323890533.76000005
25000.0,0.5,30000.0,6.25,40000.0,0.0259,0.8,2000,323890533.76000005
25000.0,0.5,30000.0,6.25,40000.0,0.0331,0.8,2000,323890533.76000005
25000.0,0.5,30000.0,6.25,40000.0,0.0403,0.8,2000,323890533.76000005
25000.0,0.5,30000.0,6.25,40000.0,0.0475,0.8,2000,323890533.76000005
25000.0,0.5,30000.0,6.25,50000.0,0.0187,0.8,2000,345976970.65000004
25000.0,0.5,30000.0,6.25,50000.0,0.0259,0.8,2000,345976970.65000004
25000.0,0.5,30000.0,6.25,50000.0,0.0331,0.8,2000,345976970.65000004
25000.0,0.5,30000.0,6.25,50000.0,0.0403,0.8,2000,345976970.65000004
25000.0,0.5,30000.0,6.25,50000.0,0.0475,0.8,2000,345976970.65000004
25000.0,0.5,30000.0,9.375,30000.0,0.0187,0.8,2000,321722589.25
25000.0,0.5,30000.0,9.375,30000.0,0.0259,0.8,2000,321722589.25
25000.0,0.5,30000.0,9.375,30000.0,0.0331,0.8,2000,321722589.25
25000.0,0.5,30000.0,9.375,30000.0,0.0403,0.8,2000,321722589.25
25000.0,0.5,30000.0,9.375,30000.0,0.0475,0.8,2000,321722589.25
25000.0,0.5,30000.0,9.375,40000.0,0.0187,0.8,2000,343809026.14000005
25000.0,0.5,30000.0,9.375,40000.0,0.0259,0.8,2000,343809026.14000005
25000.0,0.5,30000.0,9.375,40000.0,0.0331,0.8,2000,343809026.14000005
25000.0,0.5,30000.0,9.375,40000.0,0.0403,0.8,2000,343809026.14000005
25000.0,0.5,30000.0,9.375,40000.0,0.0475,0.8,2000,343809026.14000005
25000.0,0.5,30000.0,9.375,50000.0,0.0187,0.8,2000,365895463.03000003
25000.0,0.5,30000.0,9.375,50000.0,0.0259,0.8,2000,365895463.03000003
25000.0,0.5,30000.0,9.375,50000.0,0.0331,0.8,2000,365895463.03000003
25000.0,0.5,30000.0,9.375,50000.0,0.0403,0.8,2000,365895463.03000003
25000.0,0.5,30000.0,9.375,50000.0,0.0475,0.8,2000,365895463.03000003
25000.0,0.5,30000.0,12.5,20000.0,0.0187,0.8,2000,319554644.74
25000.0,0.5,30000.0,12.5,20000.0,0.0259,0.8,2000,319554644.74
25000.0,0.5,30000.0,12.5,20000.0,0.0331,0.8,2000,319554644.74
25000.0,0.5,30000.0,12.5,20000.0,0.0403,0.8,2000,319554644.74
25000.0,0.5,30000.0,12.5,20000.0,0.0475,0.8,2000,319554644.74
25000.0,0.5,30000.0,12.5,30000.0,0.0187,0.8,2000,341641081.63
25000.0,0.5,30000.0,12.5,30000.0,0.0259,0.8,2000,341641081.63
25000.0,0.5,30000.0,12.5,30000.0,0.0331,0.8,2000,341641081.63
25000.0,0.5,30000.0,12.5,30000.0,0.0403,0.8,2000,341641081.63
25000.0,0.5,30000.0,12.5,30000.0,0.0475,0.8,2000,341641081.63
25000.0,0.5,30000.0,12.5,40000.0,0.0187,0.8,2000,363727518.52000004
25000.0,0.5,30000.0,12.5,40000.0,0.0259,0.8,2000,363727518.52000004
25000.0,0.5,30000.0,12.5,40000.0,0.0331,0.8,2000,363727518.52000004
25000.0,0.5,30000.0,12.5,40000.0,0.0403,0.8,2000,363727518.52000004
25000.0,0.5,30000.0,12.5,40000.0,0.0475,0.8,2000,363727518.52000004
25000.0,0.5,30000.0,12.5,50000.0,0.0187,0.8,2000,385813955.41
25000.0,0.5,30000.0,12.5,50000.0,0.0259,0.8,2000,385813955.41
25000.0,0.5,30000.0,12.5,50000.0,0.0331,0.8,2000,385813955.41
25000.0,0.5,30000.0,12.5,50000.0,0.0403,0.8,2000,385813955.41
25000.0,0.5,30000.0,12.5,50000.0,0.0475,0.8,2000,385813955.41
25000.0,0.5,30000.0,15.625,20000.0,0.0187,0.8,2000,339473137.12
25000.0,0.5,30000.0,15.625,20000.0,0.0259,0.8,2000,339473137.12
25000.0,0.5,30000.0,15.625,20000.0,0.0331,0.8,2000,339473137.12
25000.0,0.5,30000.0,15.625,20000.0,0.0403,0.8,2000,339473137.12
25000.0,0.5,30000.0,15.625,20000.0,0.0475,0.8,2000,339473137.12
25000.0,0.5,30000.0,15.625,30000.0,0.0187,0.8,2000,361559574.01
25000.0,0.5,30000.0,15.625,30000.0,0.0259,0.8,2000,361559574.01
25000.0,0.5,30000.0,15.625,30000.0,0.0331,0.8,2000,361559574.01
25000.0,0.5,30000.0,15.625,30000.0,0.0403,0.8,2000,361559574.01
25000.0,0.5,30000.0,15.625,30000.0,0.0475,0.8,2000,361559574.01
25000.0,0.5,30000.0,15.625,40000.0,0.0187,0.8,2000,383646010.90000004
25000.0,0.5,30000.0,15.625,40000.0,0.0259,0.8,2000,383646010.90000004
25000.0,0.5,30000.0,15.625,40000.0,0.0331,0.8,2000,383646010.90000004
25000.0,0.5,30000.0,15.625,40000.0,0.0403,0.8,2000,383646010.90000004
25000.0,0.5,30000.0,15.625,40000.0,0.0475,0.8,2000,383646010.90000004
25000.0,0.5,30000.0,18.75,20000.0,0.0187,0.8,2000,359391629.50000006
25000.0,0.5,30000.0,18.75,20000.0,0.0259,0.8,2000,359391629.50000006
25000.0,0.5,30000.0,18.75,20000.0,0.0331,0.8,2000,359391629.50000006
25000.0,0.5,30000.0,18.75,20000.0,0.0403,0.8,2000,359391629.50000006
25000.0,0.5,30000.0,18.75,20000.0,0.0475,0.8,2000,359391629.50000006
25000.0,0.7,10000.0,9.375,40000.0,0.0187,0.8,2000,343809026.14000005
25000.0,0.7,10000.0,9.375,40000.0,0.0259,0.8,2000,343809026.14000005
25000.0,0.7,10000.0,9.375,40000.0,0.0331,0.8,2000,343809026.14000005
25000.0,0.7,10000.0,9.375,40000.0,0.0403,0.8,2000,343809026.14000005
25000.0,0.7,10000.0,9.375,40000.0,0.0475,0.8,2000,343809026.14000005
25000.0,0.7,10000.0,9.375,50000.0,0.0187,0.8,2000,365895463.03000003
25000.0,0.7,10000.0,9.375,50000.0,0.0259,0.8,2000,365895463.03000003
25000.0,0.7,10000.0,9.375,50000.0,0.0331,0.8,2000,365895463.03000003
25000.0,0.7,10000.0,9.375,50000.0,0.0403,0.8,2000,365895463.03000003
25000.0,0.7,10000.0,9.375,50000.0,0.0475,0.8,2000,365895463.03000003
25000.0,0.7,10000.0,12.5,30000.0,0.0187,0.8,2000,341641081.63
25000.0,0.7,10000.0,12.5,30000.0,0.0259,0.8,2000,341641081.63
25000.0,0.7,10000.0,12.5,30000.0,0.0331,0.8,2000,341641081.63
25000.0,0.7,10000.0,12.5,30000.0,0.0403,0.8,2000,341641081.63
25000.0,0.7,10000.0,12.5,30000.0,0.0475,0.8,2000,341641081.63
25000.0,0.7,10000.0,12.5,40000.0,0.0187,0.8,2000,363727518.52000004
25000.0,0.7,10000.0,12.5,40000.0,0.0259,0.8,2000,363727518.52000004
25000.0,0.7,10000.0,12.5,40000.0,0.0331,0.8,2000,363727518.52000004
25000.0,0.7,10000.0,12.5,40000.0,0.0403,0.8,2000,363727518.52000004
25000.0,0.7,10000.0,12.5,40000.0,0.0475,0.8,2000,363727518.52000004
25000.0,0.7,10000.0,12.5,50000.0,0.0187,0.8,2000,385813955.41
25000.0,0.7,10000.0,12.5,50000.0,0.0259,0.8,2000,385813955.41
25000.0,0.7,10000.0,12.5,50000.0,0.0331,0.8,2000,385813955.41
25000.0,0.7,10000.0,12.5,50000.0,0.0403,0.8,2000,385813955.41
25000.0,0.7,10000.0,12.5,50000.0,0.0475,0.8,2000,385813955.41
25000.0,0.7,10000.0,15.625,20000.0,0.0187,0.8,2000,339473137.12
25000.0,0.7,10000.0,15.625,20000.0,0.0259,0.8,2000,339473137.12
25000.0,0.7,10000.0,15.625,20000.0,0.0331,0.8,2000,339473137.12
25000.0,0.7,10000.0,15.625,20000.0,0.0403,0.8,2000,339473137.12
25000.0,0.7,10000.0,15.625,20000.0,0.0475,0.8,2000,339473137.12
25000.0,0.7,10000.0,15.625,30000.0,0.0187,0.8,2000,361559574.01
25000.0,0.7,10000.0,15.625,30000.0,0.0259,0.8,2000,361559574.01
25000.0,0.7,10000.0,15.625,30000.0,0.0331,0.8,2000,361559574.01
25000.0,0.7,10000.0,15.625,30000.0,0.0403,0.8,2000,361559574.01
25000.0,0.7,10000.0,15.625,30000.0,0.0475,0.8,2000,361559574.01
25000.0,0.7,10000.0,15.625,40000.0,0.0187,0.8,2000,383646010.90000004
25000.0,0.7,10000.0,15.625,40000.0,0.0259,0.8,2000,383646010.90000004
25000.0,0.7,10000.0,15.625,40000.0,0.0331,0.8,2000,383646010.90000004
25000.0,0.7,10000.0,15.625,40000.0,0.0403,0.8,2000,383646010.90000004
25000.0,0.7,10000.0,15.625,40000.0,0.0475,0.8,2000,383646010.90000004
25000.0,0.7,10000.0,15.625,50000.0,0.0187,0.8,2000,405732447.79
25000.0,0.7,10000.0,15.625,50000.0,0.0259,0.8,2000,405732447.79
25000.0,0.7,10000.0,15.625,50000.0,0.0331,0.8,2000,405732447.79
25000.0,0.7,10000.0,15.625,50000.0,0.0403,0.8,2000,405732447.79
25000.0,0.7,10000.0,15.625,50000.0,0.0475,0.8,2000,405732447.79
25000.0,0.7,10000.0,18.75,20000.0,0.0187,0.8,2000,359391629.50000006
25000.0,0.7,10000.0,18.75,20000.0,0.0259,0.8,2000,359391629.50000006
25000.0,0.7,10000.0,18.75,20000.0,0.0331,0.8,2000,359391629.50000006
25000.0,0.7,10000.0,18.75,20000.0,0.0403,0.8,2000,359391629.50000006
25000.0,0.7,10000.0,18.75,20000.0,0.0475,0.8,2000,359391629.50000006
25000.0,0.7,10000.0,18.75,30000.0,0.0187,0.8,2000,381478066.39000005
25000.0,0.7,10000.0,18.75,30000.0,0.0259,0.8,2000,381478066.39000005
25000.0,0.7,10000.0,18.75,30000.0,0.0331,0.8,2000,381478066.39000005
25000.0,0.7,10000.0,18.75,30000.0,0.0403,0.8,2000,381478066.39000005
25000.0,0.7,10000.0,18.75,30000.0,0.0475,0.8,2000,381478066.39000005
25000.0,0.7,10000.0,18.75,40000.0,0.0187,0.8,2000,403564503.28000003
25000.0,0.7,10000.0,18.75,40000.0,0.0259,0.8,2000,403564503.28000003
25000.0,0.7,10000.0,18.75,40000.0,0.0331,0.8,2000,403564503.28000003
25000.0,0.7,10000.0,18.75,40000.0,0.0403,0.8,2000,403564503.28000003
25000.0,0.7,10000.0,18.75,40000.0,0.0475,0.8,2000,403564503.28000003
25000.0,0.7,15000.0,6.25,50000.0,0.0187,0.8,2000,345976970.65000004
25000.0,0.7,15000.0,6.25,50000.0,0.0259,0.8,2000,345976970.65000004
25000.0,0.7,15000.0,6.25,50000.0,0.0331,0.8,2000,345976970.65000004
25000.0,0.7,15000.0,6.25,50000.0,0.0403,0.8,2000,345976970.65000004
25000.0,0.7,15000.0,6.25,50000.0,0.0475,0.8,2000,345976970.65000004
25000.0,0.7,15000.0,9.375,40000.0,0.0187,0.8,2000,343809026.14000005
